question_id,question,choice,choice_text,selected_group,main_radar_item,オフェンス,シュート,,,パス,,フィジカル,,ディフェンス,,,,ヘディング,,スピード,,ドリブル,,
DEFENSE,DEFENSE_Q18,相手のセットプレーで任されたい役割は？,A,一番強い相手をマーク,フィジカル,1,1,1,1,1,1,9,1,1,1,1,1,5,1,1,1,1,1,1
DEFENSE,DEFENSE_Q18,相手のセットプレーで任されたい役割は？,B,ゾーンで落下点を守る,守備意識,1,1,1,1,1,1,1,1,4,1,1,5,1,1,1,1,1,1,1
DEFENSE,DEFENSE_Q18,相手のセットプレーで任されたい役割は？,C,クリアを狙う,ヘディング,1,1,1,1,1,1,1,1,1,1,1,1,9,9,1,1,1,1,1
DEFENSE,DEFENSE_Q18,相手のセットプレーで任されたい役割は？,D,こぼれ球を回収する,ボール奪取,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,15,1,1,1
DEFENSE,DEFENSE_Q19,強みとして見せたいプレーは？,A,激しいタックル,アグレッシブネス,1,1,1,1,1,1,1,1,1,4,12,1,1,1,1,1,1,1,1
DEFENSE,DEFENSE_Q19,強みとして見せたいプレーは？,B,正確な読み,ディフェンスセンス,1,1,1,1,1,1,1,1,9,1,1,4,1,1,1,1,1,1,1
DEFENSE,DEFENSE_Q19,強みとして見せたいプレーは？,C,力強い対人守備,フィジカル,1,1,1,1,1,1,10,1,1,4,1,1,1,1,1,1,1,1,1
DEFENSE,DEFENSE_Q19,強みとして見せたいプレーは？,D,落ち着いた配球,グランダーパス,1,1,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1,1,18
DEFENSE,DEFENSE_Q20,チームに貢献したい守備の形は？,A,無失点を支える,守備意識,1,1,1,1,1,1,1,1,4,1,1,5,1,1,1,1,1,1,1
DEFENSE,DEFENSE_Q20,チームに貢献したい守備の形は？,B,ピンチを潰す,ボール奪取,1,1,1,1,1,1,1,1,1,7,5,1,1,1,1,1,1,1,1
DEFENSE,DEFENSE_Q20,チームに貢献したい守備の形は？,C,空中戦で跳ね返す,ヘディング,1,1,1,1,1,1,1,1,1,1,1,1,9,9,1,1,1,1,1
DEFENSE,DEFENSE_Q20,チームに貢献したい守備の形は？,D,後方から攻撃を作る,フライパス,1,1,1,1,7,14,1,1,1,1,1,1,1,1,1,1,1,1,1
SIDE,SIDE_Q01,サイドでボールを受けた時の第一選択は？,A,縦に突破する,スピード,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,5,1
SIDE,SIDE_Q01,サイドでボールを受けた時の第一選択は？,B,中へ切り込む,ドリブル,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,7,1
SIDE,SIDE_Q01,サイドでボールを受けた時の第一選択は？,C,クロスを上げる,フライパス,1,1,1,12,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1
SIDE,SIDE_Q01,サイドでボールを受けた時の第一選択は？,D,味方とワンツーする,グランダーパス,7,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SIDE,SIDE_Q02,守備に戻る時に意識することは？,A,全力で戻る,体力,1,1,1,1,1,1,1,12,1,1,1,1,1,1,4,1,1,1,1
SIDE,SIDE_Q02,守備に戻る時に意識することは？,B,相手WGを止める,ディフェンスセンス,1,1,1,1,1,1,1,1,13,24,1,1,1,1,1,1,1,1,1
SIDE,SIDE_Q02,守備に戻る時に意識することは？,C,中のスペースを消す,守備意識,1,1,1,1,1,1,1,1,7,1,1,12,1,1,1,1,1,1,1
SIDE,SIDE_Q02,守備に戻る時に意識することは？,D,強く寄せて奪う,アグレッシブネス,1,1,1,1,1,1,1,1,1,28,22,1,1,1,1,1,1,1,1
SIDE,SIDE_Q03,クロスを上げる場面で狙うのは？,A,速い低いボール,グランダーパス,1,1,1,1,9,4,1,1,1,1,1,1,1,1,1,1,1,1,1
SIDE,SIDE_Q03,クロスを上げる場面で狙うのは？,B,曲げてファーへ送る,カーブ,1,1,1,19,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1
SIDE,SIDE_Q03,クロスを上げる場面で狙うのは？,C,正確にCFの頭へ,フライパス,1,1,1,1,1,10,1,1,1,1,1,1,23,1,1,1,1,1,1
SIDE,SIDE_Q03,クロスを上げる場面で狙うのは？,D,切り返してから上げる,ドリブル,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,5,1
SIDE,SIDE_Q04,1対1で仕掛けるなら？,A,スピードで縦突破,スピード,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,13,1,1,1
SIDE,SIDE_Q04,1対1で仕掛けるなら？,B,細かいタッチで抜く,ドリブル,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,9,1
SIDE,SIDE_Q04,1対1で仕掛けるなら？,C,体を使ってキープ,フィジカル,1,1,1,1,1,1,21,1,1,1,1,1,1,1,1,1,1,1,12
SIDE,SIDE_Q04,1対1で仕掛けるなら？,D,パスで崩す,グランダーパス,7,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SIDE,SIDE_Q05,サイドから中央へ入る時は？,A,シュートを狙う,決定力,7,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SIDE,SIDE_Q05,サイドから中央へ入る時は？,B,ラストパスを出す,グランダーパス,7,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SIDE,SIDE_Q05,サイドから中央へ入る時は？,C,ドリブルでさらに運ぶ,ドリブル,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7
SIDE,SIDE_Q05,サイドから中央へ入る時は？,D,逆サイドへ展開する,フライパス,1,1,1,9,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1
SIDE,SIDE_Q06,オーバーラップのタイミングは？,A,一気に背後へ走る,スピード,1,1,1,1,1,1,1,7,1,1,1,1,1,1,7,1,1,1,1
SIDE,SIDE_Q06,オーバーラップのタイミングは？,B,味方の動きを見て出る,オフェンスセンス,12,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1
SIDE,SIDE_Q06,オーバーラップのタイミングは？,C,クロスのために外を取る,フライパス,1,1,1,1,1,9,1,1,1,1,1,1,1,1,4,1,1,1,1
SIDE,SIDE_Q06,オーバーラップのタイミングは？,D,守備リスクを見て待つ,守備意識,1,1,1,1,1,1,1,1,7,1,1,12,1,1,1,1,1,1,1
SIDE,SIDE_Q07,相手サイドバックとの勝負で大事なのは？,A,一瞬の加速,瞬発力,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,21,1,1,1
SIDE,SIDE_Q07,相手サイドバックとの勝負で大事なのは？,B,ボールを失わない技術,ボールキープ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,1,15
SIDE,SIDE_Q07,相手サイドバックとの勝負で大事なのは？,C,仕掛ける勇気,アグレッシブネス,1,1,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,5,1
SIDE,SIDE_Q07,相手サイドバックとの勝負で大事なのは？,D,味方を使う判断,グランダーパス,5,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SIDE,SIDE_Q08,逆サイドにボールがある時は？,A,中へ絞って守る,守備意識,1,1,1,1,1,1,1,1,7,1,1,12,1,1,1,1,1,1,1
SIDE,SIDE_Q08,逆サイドにボールがある時は？,B,カウンターに備えて走る,スピード,1,1,1,1,1,1,1,7,1,1,1,1,1,1,5,1,1,1,1
SIDE,SIDE_Q08,逆サイドにボールがある時は？,C,ファーで得点を狙う,オフェンスセンス,10,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SIDE,SIDE_Q08,逆サイドにボールがある時は？,D,クロスに合わせる,ヘディング,1,1,1,1,1,1,1,1,1,1,1,1,46,62,1,1,1,1,1
SIDE,SIDE_Q09,サイド選手として伸ばしたい武器は？,A,突破力,ドリブル,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,9,1
SIDE,SIDE_Q09,サイド選手として伸ばしたい武器は？,B,クロス精度,フライパス,1,1,1,12,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1
SIDE,SIDE_Q09,サイド選手として伸ばしたい武器は？,C,上下動の運動量,体力,1,1,1,1,1,1,1,13,1,1,1,1,1,1,4,1,1,1,1
SIDE,SIDE_Q09,サイド選手として伸ばしたい武器は？,D,守備対応,ディフェンスセンス,1,1,1,1,1,1,1,1,15,24,1,1,1,1,1,1,1,1,1
SIDE,SIDE_Q10,カウンターでボールを持った時は？,A,全速力で運ぶ,スピード,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,4,1
SIDE,SIDE_Q10,カウンターでボールを持った時は？,B,早めに味方へ出す,グランダーパス,5,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SIDE,SIDE_Q10,カウンターでボールを持った時は？,C,相手を引きつけてキープ,ボールキープ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,14
SIDE,SIDE_Q10,カウンターでボールを持った時は？,D,シュートまで行く,決定力,7,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SIDE,SIDE_Q11,相手に二人で囲まれた時は？,A,細かいタッチで抜ける,ドリブル,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,9,1
SIDE,SIDE_Q11,相手に二人で囲まれた時は？,B,体を使って守る,フィジカル,1,1,1,1,1,1,21,1,1,1,1,1,1,1,1,1,1,1,12
SIDE,SIDE_Q11,相手に二人で囲まれた時は？,C,近くへシンプルに出す,グランダーパス,1,1,1,1,9,1,1,1,1,1,1,4,1,1,1,1,1,1,1
SIDE,SIDE_Q11,相手に二人で囲まれた時は？,D,ファウルをもらう動き,ボールキープ,1,1,1,1,1,1,14,1,1,1,1,1,1,1,1,1,1,1,15
SIDE,SIDE_Q12,サイド守備で苦手にしたくない相手は？,A,スピード型WG,スピード,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,10,1,1,1
SIDE,SIDE_Q12,サイド守備で苦手にしたくない相手は？,B,ドリブル型WG,ディフェンスセンス,1,1,1,1,1,1,1,1,15,24,1,1,1,1,1,1,1,1,1
SIDE,SIDE_Q12,サイド守備で苦手にしたくない相手は？,C,クロス型SB,アグレッシブネス,1,1,1,1,1,1,1,1,1,1,19,7,1,1,1,1,1,1,1
SIDE,SIDE_Q12,サイド守備で苦手にしたくない相手は？,D,フィジカル型WB,フィジカル,1,1,1,1,1,1,24,5,1,1,1,1,1,1,1,1,1,1,1
SIDE,SIDE_Q13,攻撃参加した後の戻り方は？,A,全力でスプリント,体力,1,1,1,1,1,1,1,13,1,1,1,1,1,1,4,1,1,1,1
SIDE,SIDE_Q13,攻撃参加した後の戻り方は？,B,危険な場所へ戻る,守備意識,1,1,1,1,1,1,1,1,7,1,1,13,1,1,1,1,1,1,1
SIDE,SIDE_Q13,攻撃参加した後の戻り方は？,C,相手を追い続ける,アグレッシブネス,1,1,1,1,1,1,1,7,1,1,22,1,1,1,1,1,1,1,1
SIDE,SIDE_Q13,攻撃参加した後の戻り方は？,D,味方と受け渡す,ディフェンスセンス,1,1,1,1,1,1,1,1,13,1,1,7,1,1,1,1,1,1,1
SIDE,SIDE_Q14,ペナルティエリア角でのプレーは？,A,カットインシュート,決定力,1,18,1,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SIDE,SIDE_Q14,ペナルティエリア角でのプレーは？,B,縦突破からクロス,フライパス,1,1,1,1,1,9,1,1,1,1,1,1,1,1,4,1,1,1,1
SIDE,SIDE_Q14,ペナルティエリア角でのプレーは？,C,相手をかわして侵入,ドリブル,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,7,1
SIDE,SIDE_Q14,ペナルティエリア角でのプレーは？,D,味方へ落として崩す,グランダーパス,5,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SIDE,SIDE_Q15,試合終盤でも保ちたい力は？,A,走り続ける体力,体力,1,1,1,1,1,1,1,14,1,1,1,1,1,1,1,1,1,1,1
SIDE,SIDE_Q15,試合終盤でも保ちたい力は？,B,正確なクロス,フライパス,1,1,1,9,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1
SIDE,SIDE_Q15,試合終盤でも保ちたい力は？,C,守備の集中力,守備意識,1,1,1,1,1,1,1,1,7,1,1,13,1,1,1,1,1,1,1
SIDE,SIDE_Q15,試合終盤でも保ちたい力は？,D,最後の突破力,ドリブル,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,7,1
SIDE,SIDE_Q16,味方CFに合わせるなら？,A,頭へピンポイント,フライパス,1,1,1,9,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1
SIDE,SIDE_Q16,味方CFに合わせるなら？,B,足元へ速いパス,グランダーパス,4,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SIDE,SIDE_Q16,味方CFに合わせるなら？,C,マイナスへ折り返す,オフェンスセンス,10,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SIDE,SIDE_Q16,味方CFに合わせるなら？,D,自分で持ち込む,ドリブル,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1
SIDE,SIDE_Q17,理想のサイド選手に近いのは？,A,爆発的な突破型,スピード,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,13,1,1,1
SIDE,SIDE_Q17,理想のサイド選手に近いのは？,B,テクニック型,ドリブル,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,9,1
SIDE,SIDE_Q17,理想のサイド選手に近いのは？,C,クロス職人型,フライパス,1,1,1,12,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1
SIDE,SIDE_Q17,理想のサイド選手に近いのは？,D,攻守万能型,体力,1,1,1,1,1,1,1,12,1,1,1,7,1,1,1,1,1,1,1
SIDE,SIDE_Q18,狭いサイドで受けた時は？,A,ワンタッチで戻す,グランダーパス,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,9,1,1
SIDE,SIDE_Q18,狭いサイドで受けた時は？,B,ターンして前を向く,ボールコントロール,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,4,1
SIDE,SIDE_Q18,狭いサイドで受けた時は？,C,体を入れてキープ,ボールキープ,1,1,1,1,1,1,14,1,1,1,1,1,1,1,1,1,1,1,15
SIDE,SIDE_Q18,狭いサイドで受けた時は？,D,裏へ走って受け直す,スピード,5,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1
SIDE,SIDE_Q19,守備から攻撃へ切り替わった瞬間は？,A,すぐ外へ開く,オフェンスセンス,10,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1
SIDE,SIDE_Q19,守備から攻撃へ切り替わった瞬間は？,B,裏へ走る,スピード,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,10,1,1,1
SIDE,SIDE_Q19,守備から攻撃へ切り替わった瞬間は？,C,ボールを受けて運ぶ,ドリブル,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7
SIDE,SIDE_Q19,守備から攻撃へ切り替わった瞬間は？,D,長いパスを要求する,フライパス,5,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1
SIDE,SIDE_Q20,サイドでチームに一番貢献したいことは？,A,チャンスを作る,オフェンスセンス,12,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SIDE,SIDE_Q20,サイドでチームに一番貢献したいことは？,B,得点に絡む,決定力,1,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1
SIDE,SIDE_Q20,サイドでチームに一番貢献したいことは？,C,相手を押し込む,スピード,1,1,1,1,1,1,1,5,1,1,1,1,1,1,7,1,1,1,1
SIDE,SIDE_Q20,サイドでチームに一番貢献したいことは？,D,守備で穴を作らない,守備意識,1,1,1,1,1,1,1,1,10,1,1,13,1,1,1,1,1,1,1
MIDFIELD,MIDFIELD_Q01,中盤でボールを受けた時の第一選択は？,A,前を向いて縦パス,グランダーパス,4,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MIDFIELD,MIDFIELD_Q01,中盤でボールを受けた時の第一選択は？,B,相手をかわして運ぶ,ドリブル,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,9,1
MIDFIELD,MIDFIELD_Q01,中盤でボールを受けた時の第一選択は？,C,一度キープして落ち着かせる,ボールキープ,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,10
MIDFIELD,MIDFIELD_Q01,中盤でボールを受けた時の第一選択は？,D,逆サイドへ展開,フライパス,1,1,1,10,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1
MIDFIELD,MIDFIELD_Q02,守備で中盤に求められる動きは？,A,パスコースを消す,守備意識,1,1,1,1,1,1,1,1,15,1,1,10,1,1,1,1,1,1,1
MIDFIELD,MIDFIELD_Q02,守備で中盤に求められる動きは？,B,球際で奪う,ボール奪取,1,1,1,1,1,1,1,1,1,12,14,1,1,1,1,1,1,1,1
MIDFIELD,MIDFIELD_Q02,守備で中盤に求められる動きは？,C,走ってスペースを埋める,体力,1,1,1,1,1,1,1,25,1,1,1,1,1,1,13,1,1,1,1
MIDFIELD,MIDFIELD_Q02,守備で中盤に求められる動きは？,D,相手を体で止める,フィジカル,1,1,1,1,1,1,20,1,1,5,1,1,1,1,1,1,1,1,1
MIDFIELD,MIDFIELD_Q03,攻撃の組み立てで得意なのは？,A,短いパスでテンポを作る,グランダーパス,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,7,1,1
MIDFIELD,MIDFIELD_Q03,攻撃の組み立てで得意なのは？,B,ロングパスで展開する,フライパス,1,1,1,10,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1
MIDFIELD,MIDFIELD_Q03,攻撃の組み立てで得意なのは？,C,ドリブルで前進する,ドリブル,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,5
MIDFIELD,MIDFIELD_Q03,攻撃の組み立てで得意なのは？,D,ゴール前へ飛び出す,オフェンスセンス,9,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MIDFIELD,MIDFIELD_Q04,相手にプレスされた時は？,A,ワンタッチで逃がす,グランダーパス,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,7,1,1
MIDFIELD,MIDFIELD_Q04,相手にプレスされた時は？,B,ターンで外す,ボールコントロール,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,5,1
MIDFIELD,MIDFIELD_Q04,相手にプレスされた時は？,C,体を使って守る,フィジカル,1,1,1,1,1,1,18,1,1,1,1,1,1,1,1,1,1,1,7
MIDFIELD,MIDFIELD_Q04,相手にプレスされた時は？,D,近くの味方を使う,守備意識,1,1,1,1,4,1,1,1,1,1,1,7,1,1,1,1,1,1,1
MIDFIELD,MIDFIELD_Q05,トップ下に近い動きで大事なのは？,A,ラストパス,グランダーパス,5,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MIDFIELD,MIDFIELD_Q05,トップ下に近い動きで大事なのは？,B,ミドルシュート,決定力,1,13,1,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MIDFIELD,MIDFIELD_Q05,トップ下に近い動きで大事なのは？,C,間で受ける動き,オフェンスセンス,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1
MIDFIELD,MIDFIELD_Q05,トップ下に近い動きで大事なのは？,D,細かいドリブル,ドリブル,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,5
MIDFIELD,MIDFIELD_Q06,ボランチに近い動きで大事なのは？,A,守備のバランス,守備意識,1,1,1,1,1,1,1,1,20,1,1,10,1,1,1,1,1,1,1
MIDFIELD,MIDFIELD_Q06,ボランチに近い動きで大事なのは？,B,前線への配球,フライパス,1,1,1,1,4,9,1,1,1,1,1,1,1,1,1,1,1,1,1
MIDFIELD,MIDFIELD_Q06,ボランチに近い動きで大事なのは？,C,球際の強さ,ボール奪取,1,1,1,1,1,1,10,1,1,12,1,1,1,1,1,1,1,1,1
MIDFIELD,MIDFIELD_Q06,ボランチに近い動きで大事なのは？,D,試合を落ち着かせる,ボールキープ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10
MIDFIELD,MIDFIELD_Q07,中盤で走る場面は？,A,攻撃参加で前へ出る,オフェンスセンス,7,1,1,1,1,1,1,14,1,1,1,1,1,1,1,1,1,1,1
MIDFIELD,MIDFIELD_Q07,中盤で走る場面は？,B,守備に戻って埋める,体力,1,1,1,1,1,1,1,25,1,1,1,4,1,1,1,1,1,1,1
MIDFIELD,MIDFIELD_Q07,中盤で走る場面は？,C,相手を追い回す,アグレッシブネス,1,1,1,1,1,1,1,14,1,1,21,1,1,1,1,1,1,1,1
MIDFIELD,MIDFIELD_Q07,中盤で走る場面は？,D,こぼれ球へ反応する,瞬発力,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,29,1,1,1
MIDFIELD,MIDFIELD_Q08,フリーキックを任されたら？,A,直接ゴールを狙う,フリーキック,1,1,62,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MIDFIELD,MIDFIELD_Q08,フリーキックを任されたら？,B,味方の頭へ合わせる,フライパス,1,1,1,12,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1
MIDFIELD,MIDFIELD_Q08,フリーキックを任されたら？,C,短くつないで崩す,グランダーパス,4,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MIDFIELD,MIDFIELD_Q08,フリーキックを任されたら？,D,こぼれ球に備える,オフェンスセンス,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MIDFIELD,MIDFIELD_Q09,相手のカウンターを止めるには？,A,早めにファーストプレス,アグレッシブネス,1,1,1,1,1,1,1,12,1,1,23,1,1,1,1,1,1,1,1
MIDFIELD,MIDFIELD_Q09,相手のカウンターを止めるには？,B,中央のコースを消す,守備意識,1,1,1,1,1,1,1,1,15,1,1,10,1,1,1,1,1,1,1
MIDFIELD,MIDFIELD_Q09,相手のカウンターを止めるには？,C,タックルで奪う,ボール奪取,1,1,1,1,1,1,7,1,1,12,1,1,1,1,1,1,1,1,1
MIDFIELD,MIDFIELD_Q09,相手のカウンターを止めるには？,D,戻りながら遅らせる,スピード,1,1,1,1,1,1,1,1,1,1,1,7,1,1,28,1,1,1,1
MIDFIELD,MIDFIELD_Q10,ゴール前でボールを持ったら？,A,シュートを打つ,決定力,4,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MIDFIELD,MIDFIELD_Q10,ゴール前でボールを持ったら？,B,決定的なパスを出す,グランダーパス,5,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MIDFIELD,MIDFIELD_Q10,ゴール前でボールを持ったら？,C,相手をかわして侵入,ドリブル,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,1,10,1
MIDFIELD,MIDFIELD_Q10,ゴール前でボールを持ったら？,D,一度キープして味方を待つ,ボールキープ,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,10
MIDFIELD,MIDFIELD_Q11,中盤の理想の役割は？,A,司令塔,グランダーパス,1,1,1,1,7,5,1,1,1,1,1,1,1,1,1,1,1,1,1
MIDFIELD,MIDFIELD_Q11,中盤の理想の役割は？,B,潰し役,ボール奪取,1,1,1,1,1,1,1,1,1,12,1,5,1,1,1,1,1,1,1
MIDFIELD,MIDFIELD_Q11,中盤の理想の役割は？,C,運び役,ドリブル,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,5
MIDFIELD,MIDFIELD_Q11,中盤の理想の役割は？,D,得点に絡む役,オフェンスセンス,9,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MIDFIELD,MIDFIELD_Q12,味方DFからパスを受ける時は？,A,相手の間で受ける,オフェンスセンス,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1
MIDFIELD,MIDFIELD_Q12,味方DFからパスを受ける時は？,B,低い位置で受け直す,守備意識,1,1,1,1,4,1,1,1,1,1,1,7,1,1,1,1,1,1,1
MIDFIELD,MIDFIELD_Q12,味方DFからパスを受ける時は？,C,前を向ける位置に動く,ボールコントロール,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,4,1
MIDFIELD,MIDFIELD_Q12,味方DFからパスを受ける時は？,D,長い展開を準備する,フライパス,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1
MIDFIELD,MIDFIELD_Q13,相手ゴール前への入り方は？,A,タイミングよく飛び込む,オフェンスセンス,10,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MIDFIELD,MIDFIELD_Q13,相手ゴール前への入り方は？,B,こぼれ球を狙う,決定力,1,13,1,1,1,1,1,1,1,1,1,1,1,1,1,18,1,1,1
MIDFIELD,MIDFIELD_Q13,相手ゴール前への入り方は？,C,パスを受けて崩す,ボールコントロール,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,13,1,1
MIDFIELD,MIDFIELD_Q13,相手ゴール前への入り方は？,D,外からミドルを狙う,カーブ,1,12,1,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MIDFIELD,MIDFIELD_Q14,試合の流れを変えたい時は？,A,テンポよくパスを回す,グランダーパス,1,1,1,1,7,1,1,7,1,1,1,1,1,1,1,1,1,1,1
MIDFIELD,MIDFIELD_Q14,試合の流れを変えたい時は？,B,ロングパスで局面を変える,フライパス,4,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1
MIDFIELD,MIDFIELD_Q14,試合の流れを変えたい時は？,C,自分で運んで前進,ドリブル,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1,1,10,1
MIDFIELD,MIDFIELD_Q14,試合の流れを変えたい時は？,D,強く奪って勢いを出す,アグレッシブネス,1,1,1,1,1,1,1,1,1,7,23,1,1,1,1,1,1,1,1
MIDFIELD,MIDFIELD_Q15,中盤でミスを減らすには？,A,止める蹴るを正確に,ボールコントロール,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,1,1
MIDFIELD,MIDFIELD_Q15,中盤でミスを減らすには？,B,周りを見る回数を増やす,守備意識,4,1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1
MIDFIELD,MIDFIELD_Q15,中盤でミスを減らすには？,C,体の向きを作る,ボールキープ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,9
MIDFIELD,MIDFIELD_Q15,中盤でミスを減らすには？,D,簡単なパスを選ぶ,グランダーパス,1,1,1,1,5,1,1,1,1,1,1,4,1,1,1,1,1,1,1
MIDFIELD,MIDFIELD_Q16,中盤で一番伸ばしたい能力は？,A,パス精度,グランダーパス,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,5,1,1
MIDFIELD,MIDFIELD_Q16,中盤で一番伸ばしたい能力は？,B,展開力,フライパス,1,1,1,10,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1
MIDFIELD,MIDFIELD_Q16,中盤で一番伸ばしたい能力は？,C,守備力,ボール奪取,1,1,1,1,1,1,1,1,1,12,1,4,1,1,1,1,1,1,1
MIDFIELD,MIDFIELD_Q16,中盤で一番伸ばしたい能力は？,D,キープ力,ボールキープ,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,12
MIDFIELD,MIDFIELD_Q17,相手のエースを中盤で抑えるなら？,A,体を寄せ続ける,フィジカル,1,1,1,1,1,1,20,14,1,1,1,1,1,1,1,1,1,1,1
MIDFIELD,MIDFIELD_Q17,相手のエースを中盤で抑えるなら？,B,パスの受け所を消す,守備意識,1,1,1,1,1,1,1,1,15,1,1,10,1,1,1,1,1,1,1
